,Unnamed: 0,Channel_id,ChannelTitle,Channel_desc,Clicknums,fav_nums,image_url,video_numb
46,0,UC510QYlOlKNyhy_zdQxnGYw,Simple History,"Welcome to the Official Simple History Channel. Simple History visualizes the past, bringing history to life through animation. 

Witness how people lived throughout history: their culture, developments in technology, epic battles and events.

Explore what it was like to be in the trenches of the First World War, a plundering pirate in the Caribbean or a factory worker in the Industrial Revolution! 

Have a business proposition such as a sponsorship proposal? get in touch by email below!

Fan mail / art: simplehistorycommunity@gmail.com

Simple History started in September 2013 with its first book title 'Simple History: WWI'. 

Some titles include:
Simple History: World War I
Simple History: World War II
Simple History: The American Revolution
Simple History: The Vietnam War
Simple History: The Cold War
Simple History: The Russian Revolution
Simple History: the American Civil war
Copyright: DO NOT reupload our content on Youtube or other social media without expressed permission.",417970221,2310000,https://yt3.ggpht.com/a/AGF-l78MbmZlWHg2v9xvyR0TTjMxShf5NX7SAWgJDA=s240-c-k-c0xffffffff-no-rj-mo,309
48,0,UCggHoXaj8BQHIiPmOxezeWA,History Buffs,A show dedicated solely to reviewing historical movies. Ever wondered how much a film is based on a true story? This is the place to find out,83480417,978000,https://yt3.ggpht.com/a/AGF-l79qfxXLk923SqE_BGIFf7c8HWRMOz_W02foKg=s240-c-k-c0xffffffff-no-rj-mo,76
49,0,UC88lvyJe7aHZmcvzvubDFRg,Timeline - World History Documentaries,"Welcome to Timeline - the home of world history. Every week we'll be bringing you one-off documentaries and series from the world's top broadcasters, including the BBC, Channel 4, Discovery and PBS. We'll be exploring the mysteries of ancient Egypt, shedding light on the dark ages of medieval Europe and examining the First and Second World Wars. Subscribe so you don't miss out.

Content on our channel is licensed from:

Digital Rights Group
ITV Global Studios
All3Media International
TVF International
Java Films
Off The Fence",200811981,1290000,https://yt3.ggpht.com/a/AGF-l7-kNiCT-eNc_cp8-RJs1Rq27go4r2rx5JaVqA=s240-c-k-c0xffffffff-no-rj-mo,488
50,0,UCodbH5mUeF-m_BsNueRDjcw,Overly Sarcastic Productions,"Sarcastic, yet informative, summaries of classic and not-so-classic literature and mythology, as well as major historical events!

For information on sponsorships, art commissions, fanmail, topic suggestions, and more, please refer to our FAQ, where you can also find our EMAIL, for business enquiries. 
OverlySarcasticProductions.com/faq-contact

Want to hear more from us?
Check out at OverlySarcasticProductions.com, Twitter.com/OSPyoutube, and Patreon.com/OSP

Wanna buy our merch? Here are our shops!
T-SHIRTS: https://overlysarcasticproducts.threadless.com/designs
MUGS/CASES/ETC: http://www.cafepress.com/OverlySarcasticProducts",191262996,1030000,https://yt3.ggpht.com/a/AGF-l7_6x8hm3HbQ_rk1N3fTvUS49yLNtlBaYCEQpg=s240-c-k-c0xffffffff-no-rj-mo,292
51,0,UCv_vLHiWVBh_FR9vbeuiY-A,Historia Civilis,Rome Freak.,48660260,580000,https://yt3.ggpht.com/a/AGF-l7-aDkleGnzT0lFFI2j_jG1WFiyAO2_1HKGz8Q=s240-c-k-c0xffffffff-no-rj-mo,68
52,0,UCx-dJoP9hFCBloY9qodykvw,BazBattles,"Historical battles, tactics, politics and all things related served as smooth animated narration. Conflicts throughout history, from Ancient Rome to XX century.

Contact: battlebalthasar at gmail.com",48285495,544000,https://yt3.ggpht.com/a/AGF-l7-NTQMAaiNNlLw-bcGGFMQzpWiVCIh_TndLMA=s240-c-k-c0xffffffff-no-rj-mo,56
54,0,UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,"Making science make sense.

Created by:

Mitchell Moffit (@mitchellmoffit)
Gregory Brown (@whalewatchmeplz)

CONTACT
asapscience[at]gmail[dot]com

Send us stuff!
ASAPSCIENCE INC.
P.O. Box 93, Toronto P
Toronto, ON, M5S2S6",1285048709,8840000,https://yt3.ggpht.com/a/AGF-l7_Re55PuxNUgj4uf8tS8LHXuMij6Gl3yPzu=s240-c-k-c0xffffffff-no-rj-mo,320
55,0,UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt – In a Nutshell,"Videos explaining things with optimistic nihilism. 

We are a small team who want to make science look beautiful. Because it is beautiful. 

Currently we make one animation video per month. Follow us on Twitter, Facebook to get notified when a new one comes out.

FAQ:
 
- We do the videos with After Effects and Illustrator.",753338028,9930000,https://yt3.ggpht.com/a/AGF-l79_o6QngIpSSvxjU7AnZu86z3_7OzCy-wn2Bw=s240-c-k-c0xffffffff-no-rj-mo,107
56,0,UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,"I explore the world using science.  That's pretty much all there is to it.  Watch 2 videos. If you learn something AWESOME, please subscribe if you feel like I earned it.

Contact: http://www.smartereveryday.com/contact.  I currently get lots of correspondence so please forgive me if I'm unable to reply.  I mean well, but want to focus on being a better Dad.",655938175,7320000,https://yt3.ggpht.com/a/AGF-l79tD4qP9-464G80Opgra7dUtLGC1va2PKuE9A=s240-c-k-c0xffffffff-no-rj-mo,311
57,0,UCUHW94eEFW7hkUMVaZz4eDg,minutephysics,"Simply put: cool physics and other sweet science.

""If you can't explain it simply, you don't understand it well enough.""
~Rutherford via Einstein? (wikiquote)

Created by Henry Reich",419631987,4800000,https://yt3.ggpht.com/a/AGF-l7_90_OopgqRNxh6zi7bhcOT8SHeQLbJDR1ZFQ=s240-c-k-c0xffffffff-no-rj-mo,243
58,0,UC06E4Y_-ybJgBUMtXx8uNNw,TheBackyardScientist,"Aloha YouTubers, I am The Backyard Scientist!

I like to make videos on all the crazy stuff I do. From exploding arrows, to making instruments, molten aluminum to science/chemistry experiments - I do it so you don't have to! I'm always thinking of more stuff to do, if you have an idea, id love to hear it!

Almost everything I do can be considered dangerous!!  If you insist on trying my videos at home, just remember- if you play with fire, you're going to get burned. Electricity is deadly. Be safe guys :)

I love email from subscribers!

You are free to share / upload my videos on social media (FB,Instagram,Twitter,etc...) 
Only if:
- you do not run ads on the video or page it's played on (No websites or YT uploads) Reactions, using clips in YT videos is OK as long as it doesn't violate the spirit of FAIR USE.
- you credit my YouTube channel AND tag the corresponding social media site.
- you may not sell my videos or edits of videos under any circumstance. 

Anything else, email me.",543592863,4400000,https://yt3.ggpht.com/a/AGF-l7883MjbZQglnU8dsCvuPKuK971vU8YH3XTZIw=s240-c-k-c0xffffffff-no-rj-mo,150
59,0,UCmQXOAse-VnzuXHebX5I77g,charlieissocoollike,So there was this one time when I made a video about tea and now YouTube is my job or something.,298641720,2220000,https://yt3.ggpht.com/a/AGF-l78kGinjstlU7Y5pQWrZXUxLE3mgbgesHFzeFQ=s240-c-k-c0xffffffff-no-rj-mo,234
60,0,UCG1uayRlzz3ahT8ISRdyw7Q,Genetically Modified Skeptic,"I'm an atheist, but even more than that, I'm a skeptic. I have strict standards of evidence, and hold doubt as a virtue. To those skeptical toward religion: I urge you to apply similar rationality to the claims of alternative medicine and other pseudo-science. To religious individuals who are skeptical toward pseudo-science: I implore you to extend your skepticism into the realm of faith. Evaluate claims, demand evidence, scrutinize the absurd, and stay skeptical.",15944288,195000,https://yt3.ggpht.com/a/AGF-l7-oWtPbhix7k4o0SaFj5oBBMhRipi-vz2FE7A=s240-c-k-c0xffffffff-no-rj-mo,92
61,0,UCxo8ooAqXiObjuaIy10ud0A,Beyond Science,"Hi! Welcome to Beyond Science!
This is where I bring you stories of strange, mysterious phenomenons and anything else that is really cool and interesting.

My name is Mike Chen and there are a few things I love and those are Food, News, Chinese Culture and Mysterious Phenomenons.

Also please check out my other Channel(link on banner) ""Strictly Dumpling"" where I share my love of food!

Thanks Everyone!!!

~Send stuff at our PO Box!
Mike Chen 
PO Box 610 Middletown, NY 10940",338215947,2100000,https://yt3.ggpht.com/a/AGF-l7-e84cN7irYTYU0kUBHTbfYJEcUpfP7qZ9m2w=s240-c-k-c0xffffffff-no-rj-mo,470
62,0,UCvJiYiBUbw4tmpRSZT2r1Hw,Science Channel,"Learn about outer space, leading scientific exploration, new technology, earth science basics, & more with science videos & news from Science Channel.",634434945,2810000,https://yt3.ggpht.com/a/AGF-l7-FMr9MCymw9JC41IA8hIIhVATVzWCa1vTSQQ=s240-c-k-c0xffffffff-no-rj-mo,2003
63,0,UCJcycnanWtyOGcz34jUlYZA,IncredibleScience,"Experience incredible and cool science experiment videos, toys and and science projects. Really cool videos, with awesome music and always an awesome ending!",323057514,815000,https://yt3.ggpht.com/a/AGF-l78WjROFR5_T15wIYtcUeIvh1wRlSPF1pSDMfw=s240-c-k-c0xffffffff-no-rj-mo,613
64,0,UC9uD-W5zQHQuAVT2GdcLCvg,Science Insider,"Videos on what you need to know about everything science: space, medicine, and biotech, along with explainers, from the team at Business Insider.",192544796,1010000,https://yt3.ggpht.com/a/AGF-l7-5B4lgoWLi5vE3zG2lJuFyy5jsUONXt7YhHA=s240-c-k-c0xffffffff-no-rj-mo,373
